5.283852840288914194e+03,5.313022680165257043e+03,5.334270060569237103e+03,5.360750432437232121e+03,5.389076843393098898e+03,5.423814656079848646e+03,5.454476916011024514e+03,5.480216336146851063e+03,5.492649743640109591e+03,5.501504579375077810e+03,5.510596063614107152e+03,5.523029978394402860e+03,5.541857721937766655e+03,5.566617469832266579e+03,5.594837870066167852e+03,5.619975444228777633e+03,5.643651149175556384e+03,5.666655290256085209e+03,5.693877579572767900e+03,5.705201590376388594e+03,nan,nan
5.278613415389712827e+03,5.296604446819165787e+03,5.315487083626261665e+03,5.341948559735758863e+03,5.371397941641489524e+03,5.405416837719863906e+03,5.433154854699423595e+03,5.458739777129841059e+03,5.479364865052293680e+03,5.485078087924027386e+03,5.493271856700725948e+03,5.504290161788346268e+03,5.521659950156610648e+03,5.542775424351078073e+03,5.561784695702172939e+03,5.586552746714173736e+03,5.619993257348474799e+03,5.643727607488035574e+03,5.660531780421311851e+03,5.682493587901914907e+03,5.704701334526628671e+03,5.718485150778841671e+03
5.260346076654361241e+03,5.272832596120963899e+03,5.286955630274496798e+03,5.317139942548110412e+03,5.347786361333560308e+03,5.380893157598670768e+03,5.408238747527356281e+03,5.436015347773667600e+03,5.453991621868471157e+03,5.461482721401064737e+03,5.470996196354137282e+03,5.478906142107287451e+03,5.491957813333053309e+03,5.508015346856731412e+03,5.526717756118524449e+03,5.551320506476026821e+03,5.583867209708621886e+03,5.613215966691210269e+03,5.635261066752863371e+03,5.659172272457714826e+03,5.682093048463664672e+03,5.705703364384616179e+03
5.239276648744710656e+03,5.247212876960839822e+03,5.267635611077690555e+03,5.295318925350005884e+03,5.327883330129738169e+03,5.359244772546750937e+03,5.384136568109482141e+03,5.404026180660832324e+03,5.412932719181414541e+03,5.426882780486532283e+03,5.431558996355676754e+03,5.437559146590464479e+03,5.453316332771194539e+03,5.462944830342114074e+03,5.482741762919673420e+03,5.506805017520017827e+03,5.528685638251092314e+03,5.562716378928763334e+03,5.597852098927777661e+03,5.629443219306838728e+03,5.654830023775950394e+03,5.681568629619361673e+03
5.220480029216231742e+03,5.228299318355186188e+03,5.248897013107598468e+03,5.276443859836545016e+03,5.315663588401142079e+03,5.347416759157885281e+03,5.371378742851786228e+03,5.385166337844674672e+03,5.383025852829093310e+03,5.391050270008407097e+03,5.397303819895467313e+03,5.400122701288299140e+03,5.410878714540434885e+03,5.427492528978750670e+03,5.442991791686346915e+03,5.461837487424889332e+03,5.478128424817090490e+03,5.519670138758954636e+03,5.563633360340669242e+03,5.601007788043314576e+03,5.630349583849079863e+03,5.652071619987085796e+03
5.198346695331468254e+03,5.215734337837433486e+03,5.239428511990041443e+03,5.269616810875146257e+03,5.308288107965923700e+03,5.339853725959415897e+03,5.365921762778756602e+03,5.378367375501135939e+03,5.380168417073737146e+03,5.384925284719443880e+03,5.390361075946444544e+03,5.389454841081560517e+03,5.395902684766702805e+03,5.411630704093839995e+03,5.425288462464536678e+03,5.438848735418123397e+03,5.451615983839024011e+03,5.479402878019142918e+03,5.525352733518589957e+03,5.572194133917580075e+03,5.613129761489427437e+03,5.630678967001515957e+03
5.179219784133109897e+03,5.201236909561601351e+03,5.227828419934441627e+03,5.260855996304740984e+03,5.299027871642058926e+03,5.338630035470587245e+03,5.364978789719843007e+03,5.380423971805217661e+03,5.386348328089869938e+03,5.391573169222459910e+03,5.395422548479954457e+03,5.397793453732666421e+03,5.401901864826681958e+03,5.407989391861874537e+03,5.416257036974122457e+03,5.422703763050064481e+03,5.434237049059657693e+03,5.454681768468532027e+03,5.503594819055462722e+03,5.548945726123016357e+03,5.590513119769746481e+03,5.622164651955354202e+03
5.165319705756978692e+03,5.189786541323042002e+03,5.220123198786028297e+03,5.252413535098494322e+03,5.297351015798802109e+03,5.341884674952084424e+03,5.369361880305697014e+03,5.389412941728801343e+03,5.403599173677033832e+03,5.411298592140437904e+03,5.417163705752575879e+03,5.418906925642731039e+03,5.415626067908609912e+03,5.417656440873018255e+03,5.420192958157981593e+03,5.422333158336095039e+03,5.427743461584111174e+03,5.451977513674486545e+03,5.498304521054241377e+03,5.541716238657832037e+03,5.577515110272370293e+03,5.608652983200322524e+03
5.171653653697689151e+03,5.191702453914581383e+03,5.223457340958841996e+03,5.262761476848127131e+03,5.305924343778617185e+03,5.343421575892783949e+03,5.376462585895368647e+03,5.402275666240404462e+03,5.418947312511677410e+03,5.429405987607807219e+03,5.433279215619055321e+03,5.433454042169288186e+03,5.432415735204537668e+03,5.424135281904606927e+03,5.421732500700830315e+03,5.421911474495022048e+03,5.423140538765483143e+03,5.442726313791262328e+03,5.484954259872595685e+03,5.525385193053686635e+03,5.561037558198262559e+03,5.591953184232595049e+03
5.176738878143497459e+03,5.210239832582667987e+03,5.246886717882744051e+03,5.279417168388282334e+03,5.320035313042153575e+03,5.356894832750237583e+03,5.391591622570348591e+03,5.419878629422545600e+03,5.439697442078339009e+03,5.451367663418769553e+03,5.450365969877556381e+03,5.447779746845324553e+03,5.437919251315505790e+03,5.428395108529840400e+03,5.420355049747590783e+03,5.418042930883832014e+03,5.419588047270770403e+03,5.426058371927052576e+03,5.464470402110166106e+03,5.506001011911426758e+03,5.545334759426822529e+03,5.574930913781417075e+03
5.179350899277943427e+03,5.218595135505067447e+03,5.256105936356843813e+03,5.294509435226551432e+03,5.333432548012227926e+03,5.374232010327265925e+03,5.410264765373588489e+03,5.444498503996278487e+03,5.468071796928709773e+03,5.474454538191092979e+03,5.472912291961231858e+03,5.466622744657064686e+03,5.454306044373086479e+03,5.442393998519026354e+03,5.430727938097572405e+03,5.424729769406833839e+03,5.416501152380976237e+03,5.416763219456451225e+03,5.447784747575565234e+03,5.492385780821994558e+03,5.530014646794735199e+03,5.560062384437267610e+03
5.183787984178603438e+03,5.225268459164105479e+03,5.269741934249670521e+03,5.312340275825491517e+03,5.350491538235864027e+03,5.389968238206513888e+03,5.429835770708560631e+03,5.471281276064062695e+03,5.495166707874216627e+03,5.501368863774320744e+03,5.498465046455473384e+03,5.492782000229024561e+03,5.482010549155007539e+03,5.471281319842025368e+03,5.462877031716773672e+03,5.446580003924187622e+03,5.424308410281149918e+03,5.418404324380152502e+03,5.450880876615206944e+03,5.488481131991165967e+03,5.521916190883383024e+03,5.561034888465811491e+03
5.176611528188827833e+03,5.216752571414202066e+03,5.271193021131542991e+03,5.329891223437953158e+03,5.361050439708520571e+03,5.404715284694988441e+03,5.452542745079976157e+03,5.493387651651321903e+03,5.516059130190493306e+03,5.528117879038999490e+03,5.529174334268091116e+03,5.524028626380796595e+03,5.516251286369019908e+03,5.509198331135876288e+03,5.498228416100370850e+03,5.481126253616175745e+03,5.456087017843568901e+03,5.443189687897672229e+03,5.461871745494512652e+03,5.509767141072832601e+03,5.552914057827320903e+03,5.593261370556797374e+03
5.158423069124634821e+03,5.204149827358342918e+03,5.269259256091501811e+03,5.328979993153256146e+03,5.373405681304107020e+03,5.425730625304388923e+03,5.474073058006715655e+03,5.507796350636594070e+03,5.535238865240810810e+03,5.554224961163625267e+03,5.560320286715577822e+03,5.559622328056779224e+03,5.561986210052108618e+03,5.561134651313294853e+03,5.549132625302132510e+03,5.527070926389652413e+03,5.506929094179160529e+03,5.500065858682891303e+03,5.513076514204832165e+03,5.557773880854025265e+03,5.602819068730391336e+03,5.648023762328157318e+03
5.138589860301006411e+03,5.200666549646435669e+03,5.265687595592282378e+03,5.327921675149371367e+03,5.392842199140871344e+03,5.444887985034138183e+03,5.490965850524695270e+03,5.530174237678873396e+03,5.557414502320440988e+03,5.579134733162117300e+03,5.588874743649088487e+03,5.597638787320803203e+03,5.605757167100567131e+03,5.609806441183361130e+03,5.602820656632532518e+03,5.582926514058229259e+03,5.565088360055803605e+03,5.566362814165243435e+03,5.582379169531086518e+03,5.621574253901027078e+03,5.662201825750858916e+03,5.703553335056014475e+03
5.141206291420191519e+03,5.209895445427336199e+03,5.281039541638960145e+03,5.346957432948839596e+03,5.413966479330032598e+03,5.467883332094274920e+03,5.508753616592211074e+03,5.546580526367984930e+03,5.575729323059355920e+03,5.596740676461213297e+03,5.613250347112315467e+03,5.631951804422879832e+03,5.645100249412414087e+03,5.653696845940471576e+03,5.647698182734532566e+03,5.638930515624833788e+03,5.629075651898726392e+03,5.634765688380366555e+03,5.651683832729345340e+03,5.680286785735902413e+03,5.715859927151773263e+03,5.750564518837437390e+03
5.166831081486330731e+03,5.236614731367633794e+03,5.308970659650412017e+03,5.375358389394623373e+03,5.444872275195838483e+03,5.492681525379121922e+03,5.523664761559085491e+03,5.557930537737540362e+03,5.590214854102310710e+03,5.615119510718280253e+03,5.637479909429793224e+03,5.658898727555223559e+03,5.674954499795071570e+03,5.687769356949243047e+03,5.689870708535980157e+03,5.688197296329802157e+03,5.687744948390817626e+03,5.698442323224154279e+03,5.712697409641836202e+03,5.735413868234818437e+03,5.758109842220430437e+03,5.784074712281876600e+03
